attribute_set,Brand,Product Name,Color,sink Depth,ada_compliant,Sink_material,number_basins,sink_size(dimentions txt),faucet_holes,Kitchen Sink Style,Kitchen Sink Type,Kitchen Sink Width,Kitchen Sink Length,Kitchen Sink Depth,Kitchen Sink Shape,SKU,MODEL NUMBER,PRODUCT DESCRIPTION,upc_code,Price,Category,Category,Category,Category,Category,Category,weight,qty,product image File
Kitchen Sinks ,Whitehaus,Whitehaus WHNDBU3721 37 Inch Noahs Collection Double Bowl Undermount Sink,Stainless Steel,,,Stainless Steel,,20.875 inches L x 37 inches W x 9 inches H,,,Undermount / Undercounter,35 to 40 Inches,15 to 20 Inches,,,WHNDBU3721,WHNDBU3721,Double bowl undermount sink<br />18 gauge- 304 series stainless steel.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />31/2 inch rear center drain opening / Left Bowl.<br />31/2 inch rear center drain opening / Right Bowl.<br />Includes mounting hardware and a template.<br />Note: D-bowl (large bowl) available on right side only.,,510,,,,,,,26,,WHNDBU3721.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNU1212 12 Inch Noahs Collection Single Bowl Undermount Sink,Stainless Steel,,,Stainless Steel,,13.75 inches L x 12.875 inches W x 6.875 inches H,,,Undermount / Undercounter,0 to 20 Inches,15 to 20 Inches,,,WHNU1212,WHNU1212,Single bowl undermount sink<br />20 gauge- 304 series stainless steel.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />31/2 inch center drain opening.<br />Includes mounting hardware and a template.<br />,,165,,,,,,,8,,WHNU1212.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNU1614 16 Inch Noahs Collection Single Bowl Undermount Sink,Stainless Steel,,,Stainless Steel,,15.25 inches L x 16.875 inches W x 7.5 inches H,,,Undermount / Undercounter,0 to 20 Inches,15 to 20 Inches,,,WHNU1614,WHNU1614,Single bowl undermount sink<br />20 gauge- 304 series stainless steel.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />31/2 inch rear center drain opening.<br />Includes mounting hardware and a template.<br />,,200,,,,,,,14,,WHNU1614.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNU1618 16 Inch Noahs Collection Single Bowl (D-Bowl) Undermount Sink,Stainless Steel,,,Stainless Steel,,20 inches L x 18.5 inches W x 9 inches H,,,Undermount / Undercounter,0 to 20 Inches,15 to 20 Inches,,,WHNU1618,WHNU1618,Single bowl (D-Bowl) undermount sink.<br />18 gauge- 304 series stainless steel.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />31/2 inch rear center drain opening.<br />Includes mounting hardware and a template.<br />,,325,,,,,,,14,,WHNU1618.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNU1913 22 Inch Noahs Collection Single Bowl Undermount Sink,Stainless Steel,,,Stainless Steel,,15.125 inches L x 21.875 inches W x 7.5 inches H,,,Undermount / Undercounter,20 to 25 Inches,15 to 20 Inches,,,WHNU1913,WHNU1913,Single bowl undermount sink<br />18 gauge- 304 series stainless steel.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />31/2 inch offset center drain opening.<br />Includes mounting hardware and a template.<br />,,200,,,,,,,17,,WHNU1913.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNU2016 20 Inch Noahs Collection Single Bowl Undermount Sink,Stainless Steel,,,Stainless Steel,,18.375 inches L x 22.25 inches W x 9 inches H,,,Undermount / Undercounter,20 to 25 Inches,15 to 20 Inches,,,WHNU2016,WHNU2016,Single bowl undermount sink<br />18 gauge- 304 series stainless steel.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />31/2 inch center drain opening.<br />Includes mounting hardware and a template.<br />,,335,,,,,,,18,,WHNU2016.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNU2119 21 Inch Noahs Collection Single Bowl (D-Bowl) Undermount Sink,Stainless Steel,,,Stainless Steel,,21 inches L x 23.25 inches W x 9 inches H,,,Undermount / Undercounter,20 to 25 Inches,15 to 20 Inches,,,WHNU2119,WHNU2119,Single bowl d-bowl undermount sink<br />18 gauge- 304 series stainless steel.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />31/2 inch rear center drain opening.<br />Includes mounting hardware and a template.<br />,,335,,,,,,,18,,WHNU2119.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNU2318 23 Inch Noahs Collection Single Bowl Undermount Sink,Stainless Steel,,,Stainless Steel,,18.25 inches L x 23.5 inches W x 8.5 inches H,,,Undermount / Undercounter,20 to 25 Inches,15 to 20 Inches,,,WHNU2318,WHNU2318,Single bowl undermount sink<br />18 gauge- 304 series stainless steel<br />18/8 chrome and nickel content<br />Full undercoat over sound deadening pads<br />31/2 inch rear center drain opening<br />Includes mounting hardware and a template<br />,,420,,,,,,,18,,whnu2318.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNU2519 25 Inch Noahs Collection Single Bowl Undermount Sink,Stainless Steel,,,Stainless Steel,,19.25 inches L x 25.25 inches W x 9 inches H,,,Undermount / Undercounter,20 to 25 Inches,15 to 20 Inches,,,WHNU2519,WHNU2519,Single bowl undermount sink<br />18 gauge- 304 series stainless steel<br />18/8 chrome and nickel content<br />Full undercoat over sound deadening pads<br />31/2 inch rear center drain opening<br />Includes mounting hardware and a template<br />,,435,,,,,,,18,,whnu2519.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNU2816 30 Inch Noahs Collection Rectangular Single Bowl Undermount Sink,Stainless Steel,,,Stainless Steel,,18.25 inches L x 30.25 inches W x 11 inches H,,,Undermount / Undercounter,30 to 35 Inches,15 to 20 Inches,,,WHNU2816,WHNU2816,Rectangular single bowl undermount sink<br />18 gauge- 304 series stainless steel.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />31/2 inch rear center drain opening.<br />Includes mounting hardware and a template.<br />,,510,,,,,,,22,,WHNU2816.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNU2918REC 30 Inch Noahs Collection Single Bowl Undermount Sink,Stainless Steel,,,Stainless Steel,,18.25 inches L x 30.5 inches W x 9 inches H,,,Undermount / Undercounter,30 to 35 Inches,15 to 20 Inches,,,WHNU2918REC,WHNU2918REC,Single bowl undermount sink<br />18 gauge- 304 series stainless steel<br />18/8 chrome and nickel content<br />Full undercoat over sound deadening pads<br />31/2 inch rear center drain opening<br />Includes mounting hardware and a template<br />,,560,,,,,,,25,,WHNU2918REC.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNUA3016 30 Inch Noahs Collection Single Bowl Undermount Sink,Stainless Steel,,,Stainless Steel,,18.375 inches L x 32.125 inches W x 9 inches H,,,Undermount / Undercounter,30 to 35 Inches,15 to 20 Inches,,,WHNUA3016,WHNUA3016,Single bowl undermount sink<br />18 gauge- 304 series stainless steel.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />31/2 inch offset center drain opening.<br />Includes mounting hardware and a template.<br />Available with ONE HOLE center drilling or with NO HOLE. Please specify when ordering.<br />,,510,,,,,,,22,,WHNUA3016.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNUB3016 30 Inch Noahs Collection Single Bowl Undermount Sink,Stainless Steel,,,Stainless Steel,,18.375 inches L x 32.125 inches W x 9 inches H,,,Undermount / Undercounter,30 to 35 Inches,15 to 20 Inches,,,WHNUB3016,WHNUB3016,Single bowl undermount sink<br />18 gauge- 304 series stainless steel.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />31/2 inch offset center drain opening.<br />Includes mounting hardware and a template.<br />,,510,,,,,,,22,,WHNUB3016.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNUM2016 20 Inch Noahs Collection Single Bowl Undermount Sink,Stainless Steel,,,Stainless Steel,,17.375 inches L x 21.25 inches W x 9 inches H,,,Undermount / Undercounter,20 to 25 Inches,15 to 20 Inches,,,WHNUM2016,WHNUM2016,Single bowl undermount sink<br />20 gauge- 304 series stainless steel.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />31/2 inch center drain opening.<br />Includes mounting hardware and a template.<br />,,280,,,,,,,18,,WHNUM2016.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNCMB4413 44 Inch Noahs Collection Commercial Utility Sink,Stainless Steel,,,Stainless Steel,,13.25 inches L x 44 inches W x 15 inches H,,,Wall Mount,40 to 50 Inches,15 to 20 Inches,,,WHNCMB4413,WHNCMB4413,Commercial utility sink<br />16 gauge- 304 series stainless steel.<br />18/8 chrome and nickel content.<br />Includes wallmount hanger<br />Full undercoat over sound deadening pads.<br />3 1/2 inch offset center drain opening.<br />Bowl has 4 diagonal drain grooves to channel the water directly to the drain.<br />,,1570,,,,,,,36,,WHNCMB4413.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WH4124 27 Inch Freestanding Stainless Steel Laundry / Utility Sink,Stainless Steel,,,Stainless Steel,,24 inches L x 27 inches W x 41 inches H,,,,25 to 30 Inches,20 to 25 Inches,,,WH4124,WH4124,Commercial freestanding laundry/utility sink<br />Freestanding stainless steel laundry / utility sink with adjustable legs<br />8 Inch backsplash- 1 1/2 Inch curved rim - and a 3 1/2 Inch rear center drain.<br />Note: Sink is pre-drilled for an 8 Inch spread wall mount faucet. <br />Finish: Brushed Stainless Steel <br />,,2250,,,,,,,50,,WH4124.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHLS2424 29 Inch Noah Free Standing Stainless Steel Laundry Sink,Stainless Steel,,,Stainless Steel,,29.25 inches L x 30 inches W x 39 inches H,,,,25 to 30 Inches,25 to 30 Inches,,,WHLS2424,WHLS2424,COMMERCIAL GRADE. Square commercial freestanding laundry/utility sink.<br />16 gauge- 304 series brushed stainless steel.<br />Adjustable legs.<br />Adjustable 3-sided leg brace for superior stability.<br />8 Inch backsplash and 2.5 Inch angled rim.<br />8 Inch pre-drilled holes for a wall mount faucet. <br />3 1/2 Inch center drain.<br />Bowl has 4 directional drain grooves to channel water directly to the drain,,1895,,,,,,,65,,WHLS2424.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHLS3618 41 Inch Noah Free Standing Stainless Steel Laundry Sink,Stainless Steel,,,Stainless Steel,,41.25 inches L x 24 inches W x 39 inches H,,,,20 to 25 Inches,35 to 40 Inches,,,WHLS3618,WHLS3618,COMMERCIAL GRADE. Large commerecial freestanding laundry/utility sink.<br />16 gauge- 304 series brushed stainless steel.<br />Adjustable legs.<br />Adjustable 3-sided leg brace for superior stability.<br />8 Inch backsplash and 2.5 Inch angled rim.<br />8 Inch pre-drilled holes for a wall mount faucet. <br />3 1/2 Inch center drain.<br />Bowl has 4 directional drain grooves to channel water directly to the drain,,2495,,,,,,,72,,WHLS3618.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHLS2020 25 Inch Noah Free Standing Stainless Steel Laundry Sink,Stainless Steel,,,Stainless Steel,,25.25 inches L x 26 inches W x 29 inches H,,,,25 to 30 Inches,35 to 40 Inches,,,WHLS2020,WHLS2020,COMMERCIAL GRADE. Small square commercial freestanding laundry/utility sink.<br />16 gauge- 304 series brushed stainless steel.<br />Adjustable legs.<br />Adjustable 3-sided leg brace for superior stability.<br />8 Inch backsplash and 2.5 Inch angled rim.<br />8 Inch pre-drilled holes for a wall mount faucet. <br />3 1/2 Inch center drain.<br />Bowl has 4 directional drain grooves to channel water directly to the drain,,1795,,,,,,,60,,WHLS2020.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHLSDB4020 47 Inch Noah Free Standing Stainless Steel Laundry Double Bowl Sink,Stainless Steel,,,Stainless Steel,,47.25 inches L x 26 inches W x 29 inches H,,,,25 to 30 Inches,35 to 40 Inches,,,WHLSDB4020,WHLSDB4020,COMMERCIAL GRADE. Double bowl commercial freestanding laundry/utility sink.<br />16 gauge- 304 series brushed stainless steel.<br />Adjustable legs.<br />Adjustable 3-sided leg brace for superior stability.<br />8 Inch backsplash and 2.5 Inch angled rim.<br />8 Inch pre-drilled holes for a wall mount faucet. <br />3 1/2 Inch center drain.<br />Each bowl has 4 directional drain grooves to channel water directly to the drain,,2995,,,,,,,85,,WHLSDB4020.jpg
