SKU;UPC;ProductName;Description;Price;Category;Attribute;MetaTitle;MetaDescription;MetaKeywords;Qty;Stock;Managestock;BaseImage;Weight;is_processed
"PGS-3122-1-20";"881208016150";"Houzer PGS-3122-1-20 Premiere Gourmet Large Single Bowl";"Designed to look beautiful even in the face of the biggest jobs. Clean lines, polished curves and maximum capacity for the biggest jobs. 33"" x 22"" overall dimension with a 9"" depth. 1 hole. Fits 36"" cabinets<br><ul><li>Mounting clips included</li><li>Bowl 14""x18""x9"" deep</li><li>Lustrous Satin Finish, Highlighted rim, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-3600, CB-2500</li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"293,7";"";"";"";"";"";"9999";"In Stock";"No";"PGS31221.jpg";"1.00";"1"
"PGS-3122-4-20";"881208016150";"Houzer PGS-3122-4-20 Premiere Gourmet Large Single Bowl";"Designed to look beautiful even in the face of the biggest jobs. Clean lines, polished curves and maximum capacity for the biggest jobs. 33"" x 22"" overall dimension with a 9"" depth. 4 holes. Fits 36"" cabinets<br><ul><li>Mounting clips included</li><li>Bowl 14""x18""x9"" deep</li><li>Lustrous Satin Finish, Highlighted rim, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-3600, CB-2500</li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"293,7";"";"";"";"";"";"9999";"In Stock";"No";"PGS31224.jpg";"1.00";"1"
"PGT-4322-20";"881208016358";"Houzer PGT-4322-20 Premiere Gourmet Triple Bowl";"Varying depths and sizes offer maximum multi-tasking. 41-5/16"" x 22"" overall dimension with a 9"", 5-1/2"", and 8"" depth. 4 holes. Fits 45"" cabinets<br><ul><li>Mounting clips included</li><li>14""x18""x9"", 7.125""X15.75""x5.5"", 14""x15.75""x8""</li><li>Lustrous Satin Finish, Highlighted rim, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-1100, BG-3400, CB-3100, CL-1120, RB-3100</li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"476,685";"";"";"";"";"";"9999";"In Stock";"No";"PGT4322.jpg";"1.00";"1"
"PMC-3320SR-20";"881208014255";"Houzer PMC-3320SR-20 Premiere 70/30 Double Bowl Small Bowl Left";"Its gleaming curves and generous bowls make it a welcome workspace. Large prep bowl on the left. 33"" x 22"" overall dimension with a 9' and 8"" depth. 1 hole. Fits 36"" cabinets<br><ul><li>Mounting clips included</li><li>11.5""x15""x8"" deep (left), 17.75""x18.5""x9""deep (right)</li><li>Lustrous Satin Finish, Highlighted rim, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-1400, BG-3200, CB-3200, CL-1420, RB-3200</li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"409,365";"";"";"";"";"";"9999";"In Stock";"No";"PMC3320SR.jpg";"1.00";"1"
"PMC-3322SL-20";"881208014354";"Houzer PMC-3322SL-20 Premiere 70/30 Double Bowl Small Bowl Right";"Its gleaming curves and generous bowls make it a welcome workspace. Large prep bowl on the right. 33"" x 22"" overall dimension with a 9' and 8"" depth. 1 hole. Fits 36"" cabinets<br><ul><li>Mounting clips included</li><li>17.75""x18.5""x9""deep (left), 11.5""x15""x8"" deep (right)</li><li>Lustrous Satin Finish, Highlighted rim, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-1400, BG-3200, CB-3200, CL-1420, RB-3200</li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"409,365";"";"";"";"";"";"9999";"In Stock";"No";"PMC3322SL.jpg";"1.00";"1"
"PMG-3322SL-20";"881208014552";"Houzer PMG-3322SL-20 Premiere 80/20 Double Bowl Small Bowl Left";"Over-sized main bowl with a prep bowl on the left earns high marks for versatility. 33"" x 22"" overall dimension with 9"" and 5-1/2"" depths. 1 hole. Fits 36"" cabinets<br><ul><li>Mounting clips included</li><li>7.125""X15.75""x5.5"" deep (left), 21.5""x19""x9"" deep (right)</li><li>Lustrous Satin Finish, Highlighted rim, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-1100, BG-2400, CB-2400, CL-1420, RB-2400 </li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"410,85";"";"";"";"";"";"9999";"In Stock";"No";"PMG3322SL.jpg";"1.00";"1"
"PMG-3322SR-20";"881208014453";"Houzer PMG-3322SR-20 Premiere 80/20 Double Bowl Small Bowl Right";"Over-sized main bowl with a prep bowl on the rightt earns high marks for versatility. 33"" x 22"" overall dimension with 9"" and 5-1/2"" depths. 1 hole. Fits 36"" cabinets<br><ul><li>Mounting clips included</li><li>21.5""x19""x9"" deep (left), 7.125""X15.75""x5.5"" deep (right)</li><li>Lustrous Satin Finish, Highlighted rim, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-1100, BG-2400, CB-2400, CL-1420, RB-2400 </li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"410,85";"";"";"";"";"";"9999";"In Stock";"No";"PMG3322SR.jpg";"1.00";"1"
"PMS-2522-20";"881208014156";"Houzer PMS-2522-20 Premiere Single Bowl";"Features a curvaceous plus-sized D-bowl that can handle the big jobs. 25"" x 22"" overal dimension with a 9"" depth. 1 hole. Fits 30"" cabinets<br><ul><li>Mounting clips included</li><li>Bowl 21.5""x19""x9"" deep</li><li>Lustrous Satin Finish, Highlighted rim, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-2400, CB-2400, RB-2400</li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"305,91";"";"";"";"";"";"9999";"In Stock";"No";"PMS2522.jpg";"1.00";"1"
"RMC-3322SL-20";"881208015351";"Houzer RMC-3322SL-20 Premiere Reflection 70/30 Double Bowl Small Bowl Left";"Beautifully appointed flexibility with a high polished deck and lustrous satin finished bowls. Large prep bowl on the left. 33"" x 22"" overall dimension with a 9"" and 8"" depth. 1 hole. Fits 36"" cabinets<br><ul><li>Mounting clips included</li><li>11.5""x15""x8"" deep (left), 17.75""x18.5""x9""deep (right)</li><li>Lustrous Satin Finish, High polished deck, and StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-1400, BG-3200, CB-3200, CL-1420, RB-3200</li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"420,9975";"";"";"";"";"";"9999";"In Stock";"No";"RMC3322SL.jpg";"1.00";"1"
"RMG-3322SL-20";"881208015559";"Houzer RMG-3322SL-20 Premiere Reflection 80/20 Double Bowl Small Bowl Left";"Spacious main sink with convenient prep bowl on the left. Features a high polished deck with lustrous satin finished bowls. 33"" x 22"" overall dimension with  9"" and 5-1/2"" depths. 1 hole. Fits 36"" cabinets<br><ul><li>Mounting clips included</li><li>7.125""X15.75""x5.5"" deep (left), 21.5""x19""x9"" deep (right)</li><li>Lustrous Satin Finish, High polished deck, and StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-1100, BG-2400, CB-2400, CL-1420, RB-2400 </li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"424,6275";"";"";"";"";"";"9999";"In Stock";"No";"RMG3322SL.jpg";"1.00";"1"
"RMG-3322SR-20";"881208015450";"Houzer RMG-3322SR-20 Premiere Reflection 80/20 Double Bowl Small Bowl Right";"Spacious main sink with convenient prep bowl on the right. Features a high polished deck with lustrous satin finished bowls. 33"" x 22"" overall dimension with  9"" and 5-1/2"" depths. 1 hole. Fits 36"" cabinets<br><ul><li>Mounting clips included</li><li>21.5""x19""x9"" deep (left), 7.125""X15.75""x5.5"" deep (right)</li><li>Lustrous Satin Finish, High polished deck, and StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-1100, BG-2400, CB-2400, CL-1420, RB-2400 </li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"424,6275";"";"";"";"";"";"9999";"In Stock";"No";"RMG3322SR.jpg";"1.00";"1"
"RMS-2522-20";"881208015153";"Houzer RMS-2522-20 Premiere Reflection Single Bowl";"A maximum sized D-bowl with lovely curves and a high polished deck. 25"" x 22"" overall dimension with a 9"" depth. 1 hole. Fits 30"" cabinets<br><ul><li>Mounting clips included</li><li>Bowl 21.5""x19""x9"" deep</li><li>Lustrous Satin Finish, High polished deck, and StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-2400, CB-2400, RB-2400</li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"317,5425";"";"";"";"";"";"9999";"In Stock";"No";"RMS2522.jpg";"1.00";"1"
"SBT-1515-40";"881208024414";"Houzer SBT-1515-40 Hospitality Premium Bar Sink";"Arched back with high polished deck and a lustrous satin finished bowl. 15"" x 15"" overall dimension with a 6-1/2"" depth. 2 holes. Fits 18"" cabinets<br><ul><li>Mounting clips included</li><li>Bowl 12.125""x10.88""x6.5"" deep</li><li>Lustrous Satin Finish, High polished deck, and StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-1300</li><li>19 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"126,225";"";"";"";"";"";"9999";"In Stock";"No";"SBT1515.jpg";"1.00";"1"
"SCF-1830-40";"881208024353";"Houzer SCF-1830-40 Hospitality Round Prep Sink ";"The perfect companion prep bowl for a main kitchen sink. 17-1/2"" outer dimension with a 7"" depth. Fits 24"" cabinets<br><ul><li>Mounting clips included</li><li>Bowl 15.25"" diameter x7"" deep</li><li>Lustrous Satin Finish, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-1800 CB-1800</li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"146,52";"";"";"";"";"";"9999";"In Stock";"No";"SCF1830.jpg";"1.00";"1"
"SCR-1515-40";"881208024438";"Houzer SCR-1515-40 Hospitality Premium Corner Bar Sink";"A smart solution for the corner of a kitchen or island. High polished deck with a lustrous satin finished bowl. 15"" x 15"" overall dimension with a 6-1/2"" depth. 2 holes, 2"" drain opening. Fits 18"" cabinets<br><ul><li>Mounting clips included</li><li>Bowl 12""x10""x6.5"" deep</li><li>Lustrous Satin Finish, Highlighted rim, StoneGuard undercoating over sound absorbing pad</li><li>19 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"182,655";"";"";"";"";"";"9999";"In Stock";"No";"SCR1515.jpg";"1.00";"1"
"SDM-3018-20";"881208024490";"Houzer SDM-3018-20 Hospitality Drainboard Square Bar/ Prep Sink";"Practical, yet a stylish element for the party or utility room. 30-3/4"" x 18-7/8"" overall dimension with a 7-1/2"" depth. High polished deck with a lustrous satin finished bowl. No faucet holes. Fits 36"" cabinets<br><ul><li>Mounting clips included</li><li>Bowl 13.63""x15.75""x7.5"" deep</li><li>Lustrous Satin Finish, High polished deck, and StoneGuard undercoating over sound absorbing pad</li><li>20 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"195,855";"";"";"";"";"";"9999";"In Stock";"No";"SDM3018.jpg";"1.00";"1"
"SDR-3019-20";"881208024476";"Houzer SDR-3019-20 Hospitality Drainboard Round Bar/ Prep Sink";"A functional and attractive element for the party or utility room. 30-1/4"" x 19-3/4"" overall dimension with a 7-1/2"" depth. High polished deck with a lustrous satin finished bowl. No faucet holes. Fits 36"" cabinets<br><ul><li>Mounting clips included</li><li>Bowl 16"" diameter x7.5"" deep</li><li>Lustrous Satin Finish, High polished deck, and StoneGuard undercoating over sound absorbing pad</li><li>19 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"190,9875";"";"";"";"";"";"9999";"In Stock";"No";"SDR3019.jpg";"1.00";"1"
"SRF-1850-20";"881208024452";"Houzer SRF-1850-20 Hospitality Round Prep Sink with Crescent Ledge";"Stylish complement for a kitchen or utility bar. 20"" outer dimension with a 7-1/2"" depth. High polished deck with a lustrous satin finished bowl. 1 hole. Fits 24"" cabinets<br><ul><li>Mounting clips included</li><li>Bowl 16"" diameter x7.5"" deep</li><li>Lustrous Satin Finish, High polished deck, and StoneGuard undercoating over sound absorbing pad</li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"170,775";"";"";"";"";"";"9999";"In Stock";"No";"SRF1850.jpg";"1.00";"1"
"STC-2200SR-20";"881208070176";"Houzer STC-2200SR-20 Eston 70/30 Double Bowl Small Bowl Right";"Spacious main bowl with a convenient prep bowl on the right. 32-3/16"" x 20-1/2"" overall dimension. 9"" and 8"" depth. Fits 36"" cabinets<br><ul><li>Mounting clips and template included</li><li>17.75""x18.5""x9""deep (left) , 11.5""x15""x8"" deep (right)</li><li>Lustrous Satin Finish, Highlighted rim, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-1400, BG-3200, CB-3200, CL-1420, RB-3200</li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>10 Years</li></ul>";"270";"";"";"";"";"";"9999";"In Stock";"No";"STC2200SR.jpg";"1.00";"1"
"STD-2100-20";"881208070152";"Houzer STD-2100-20 Eston 50/50 Double Bowl";"Tight corner radius assures maximum work space. 31-1/4"" x 17-3/4"" overall dimension with a 9"" depth. Fits 36"" Cabinets<br><ul><li>Mounting clips and template included</li><li>Each bowl14""x15.75""x9"" deep.</li><li>Lustrous Satin Finish, Highlighted rim, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-3100, CB-2500, CB-3100, RB-3100 </li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>10 Years</li></ul>";"261";"";"";"";"";"";"9999";"In Stock";"No";"STD2100.jpg";"1.00";"1"
"STE-2300SR-20";"881208070190";"Houzer STE-2300SR-20 Eston 60/40 Double Bowl Small Bowl Right";"Offset design offers flexibility and design flair. 31-1/4"" x 20"" overall dimension with a 9"" and 8"" depth. Small Bowl on right Fits 36""cabinets<br><ul><li>Mounting clips and template included</li><li>14""x18""x8""deep(left)14""x15.75""x8""deep(right) </li><li>Lustrous Satin Finish, Highlighted rim, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-3400, BG-3100, CB-3100, RB-3100 </li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>10 Years</li></ul>";"262,5";"";"";"";"";"";"9999";"In Stock";"No";"STE2300SR.jpg";"1.00";"1"
"STS-1300-20";"881208070114";"Houzer STS-1300-20 Eston Single Bowl";"An elegant, functional design that can handle the big pans. 23"" x 17-3-4 overall dimension with a 9"" depth. Fits 36"" cabinets<br><ul><li>Mounting clips and template included</li><li>Bowl 21""x15.75""x9"" deep</li><li>Lustrous Satin Finish, Highlighted rim, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-2500, CB-2500, RB-2500</li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>10 Years</li></ul>";"174";"";"";"";"";"";"9999";"In Stock";"No";"STS1300.jpg";"1.00";"1"
"STS-1400-20";"881208070138";"Houzer STS-1400-20 Eston Single D-Bowl";"Curved D-bowl creates a dramatic backdrop. 23-7/16"" x 20-7/8"" overall dimension with a 9"" depth. Fits 30"" cabinet<br><ul><li>Mounting clips and template included</li><li>Bowl 21.5""x19""x9"" deep.</li><li>Lustrous Satin Finish, Highlighted rim, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-2400, CB-2400, RB-2400</li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>10 Years</li></ul>";"195";"";"";"";"";"";"9999";"In Stock";"No";"STS1400.jpg";"1.00";"1"
